,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood
9219,0.0483,0.772,175250,0.896,0.61,10,0.55,-3.647,0,0.27,115.053,4,0.829,energetic
9220,0.237,0.663,197333,0.459,0.372,1,0.294,-10.654,1,0.193,90.118,4,0.339,energetic
9221,0.0398,0.437,223119,0.392,0.886,5,0.417,-14.031,0,0.0549,179.939,4,0.378,energetic
9222,0.129,0.688,228075,0.694,0.784,6,0.129,-13.72,1,0.058,79.995,4,0.814,energetic
9223,0.738,0.642,289083,0.286,0.737,1,0.105,-19.865,1,0.0389,94.998,4,0.0869,energetic
9224,0.00453,0.495,239894,0.894,0.000596,2,0.103,-4.814,0,0.0441,126.03,4,0.213,energetic
9225,0.0182,0.525,154320,0.68,0.00182,1,0.0918,-7.576,1,0.0288,90.026,4,0.416,energetic
9226,0.0641,0.595,204812,0.896,5.82e-05,10,0.0748,-2.951,1,0.047,118.001,4,0.567,energetic
9227,0.0511,0.809,219067,0.735,0.0066,10,0.0771,-5.636,0,0.0764,113.03,4,0.418,energetic
9228,0.0112,0.806,232472,0.594,0.000826,0,0.165,-7.061,1,0.0351,109.018,4,0.864,energetic
9229,0.305,0.743,220302,0.589,2.63e-05,10,0.333,-8.961,0,0.0725,75.806,4,0.894,energetic
9230,0.485,0.721,268235,0.992,0.788,10,0.173,-1.934,1,0.199,102.004,4,0.48,energetic
9231,0.286,0.863,195423,0.625,0.89,0,0.0441,-5.325,1,0.053,113.985,4,0.681,energetic
9232,0.0111,0.75,303707,0.896,0.637,10,0.28,-8.577,1,0.0623,124.991,4,0.515,energetic
9233,0.000119,0.626,304324,0.72,0.843,10,0.109,-10.153,0,0.0367,110.986,4,0.596,energetic
9234,0.00189,0.797,391848,0.956,0.89,1,0.0645,-6.389,1,0.0829,128.049,4,0.534,energetic
9235,0.527,0.782,338268,0.471,0.851,8,0.115,-14.0,1,0.0381,126.992,4,0.701,energetic
9236,0.0148,0.781,263213,0.814,0.838,11,0.128,-8.164,0,0.0916,119.993,4,0.736,energetic
9237,0.137,0.728,170667,0.661,0.867,0,0.189,-6.659,1,0.0478,90.236,4,0.539,energetic
9238,0.2,0.9,236800,0.62,0.00156,4,0.0647,-6.518,0,0.312,94.121,4,0.867,energetic
9239,0.349,0.592,232320,0.834,0.0124,9,0.188,-5.264,0,0.0485,153.9,4,0.498,energetic
9240,0.206,0.667,136856,0.56,0.942,3,0.0879,-12.149,0,0.0458,99.984,4,0.119,energetic
9241,0.16,0.562,136673,0.589,0.969,8,0.241,-9.447,1,0.0689,76.584,4,0.759,energetic
9242,0.22,0.739,160754,0.501,0.862,9,0.132,-8.004,1,0.0408,133.62,4,0.469,energetic
9243,0.739,0.807,105613,0.229,0.901,10,0.0663,-12.842,1,0.0647,139.967,4,0.348,energetic
9244,0.707,0.808,207336,0.403,0.929,0,0.193,-13.878,0,0.04,131.952,4,0.513,energetic
9245,0.0854,0.722,186070,0.386,0.943,11,0.0973,-7.658,0,0.0541,160.003,4,0.385,energetic
9246,0.133,0.76,107717,0.351,0.255,9,0.409,-11.506,0,0.14,127.07,4,0.366,energetic
9247,0.248,0.848,213893,0.513,0.559,1,0.302,-6.848,1,0.132,89.027,4,0.788,energetic
9248,0.221,0.688,279200,0.51,0.812,6,0.0919,-7.236,0,0.0372,87.969,4,0.686,energetic
9249,0.136,0.634,212093,0.88,0.0,7,0.111,-3.889,1,0.182,86.158,4,0.301,energetic
9250,0.00687,0.721,273253,0.734,0.0505,2,0.0709,-4.784,0,0.0292,96.026,4,0.957,energetic
9251,0.772,0.692,190112,0.448,0.87,0,0.347,-13.417,1,0.0286,102.013,4,0.533,energetic
9252,0.766,0.561,213786,0.895,0.67,2,0.124,-4.903,1,0.0529,86.808,4,0.634,energetic
9253,0.217,0.687,281027,0.695,0.00806,7,0.0569,-8.95,1,0.032,133.134,4,0.884,energetic
9254,0.218,0.643,156000,0.547,0.0491,11,0.124,-11.955,1,0.0375,110.59,4,0.803,energetic
9255,0.926,0.475,215333,0.336,0.927,9,0.0732,-10.475,0,0.0272,80.076,4,0.0988,energetic
9256,0.0583,0.458,306301,0.423,0.0546,6,0.171,-10.305,0,0.0307,120.317,4,0.373,energetic
9257,0.0221,0.35,241488,0.646,0.517,1,0.206,-9.218,0,0.0433,121.633,4,0.581,energetic
9258,2.43e-05,0.46,155667,0.794,2.77e-05,6,0.103,-10.112,1,0.0311,113.596,4,0.848,energetic
9259,0.621,0.618,128546,0.452,0.374,4,0.122,-11.431,1,0.0296,120.465,3,0.526,energetic
9260,6.92e-05,0.32,239258,0.353,0.00305,4,0.142,-13.075,1,0.0397,124.068,4,0.554,energetic
9261,0.051,0.522,138205,0.663,0.00175,7,0.119,-8.407,0,0.034,118.198,4,0.661,energetic
9262,0.0458,0.258,195394,0.693,0.665,9,0.232,-8.923,1,0.0275,99.889,4,0.669,energetic
9263,4.58e-06,0.263,181838,0.637,0.00279,9,0.774,-8.963,0,0.0378,159.589,4,0.746,energetic
9264,0.00849,0.538,192819,0.746,0.35,4,0.216,-8.053,1,0.0306,114.867,4,0.885,energetic
9265,4.26e-05,0.111,162725,0.857,0.68,11,0.536,-8.422,0,0.0386,170.163,4,0.82,energetic
9266,6.73e-05,0.259,228484,0.948,0.000976,0,0.11,-9.291,1,0.0521,157.21,4,0.645,energetic
9267,0.000424,0.19,188336,0.925,0.748,7,0.346,-5.159,1,0.0775,169.062,4,0.269,energetic
9268,0.000267,0.343,174003,0.884,0.0211,7,0.122,-6.395,1,0.0384,161.608,4,0.87,energetic
9269,0.026,0.353,232450,0.811,0.851,11,0.0939,-4.778,0,0.0359,200.789,4,0.191,energetic
9270,0.00355,0.633,230278,0.839,0.0165,9,0.316,-6.076,1,0.0321,126.387,4,0.914,energetic
9271,0.226,0.757,204521,0.425,2.2e-05,0,0.21,-13.619,0,0.0364,109.532,4,0.854,energetic
9272,0.202,0.753,329387,0.846,0.037,1,0.0898,-10.234,1,0.0601,118.182,4,0.689,energetic
9273,0.124,0.714,266693,0.871,0.651,2,0.0666,-11.733,1,0.041,114.944,4,0.735,energetic
9274,0.346,0.673,292667,0.667,0.784,0,0.103,-10.935,1,0.035,98.05,4,0.603,energetic
9275,0.00281,0.673,300907,0.594,0.582,0,0.116,-10.312,1,0.0418,115.992,4,0.177,energetic
9276,0.388,0.307,266960,0.433,9.08e-05,1,0.332,-10.057,1,0.029,160.9,4,0.224,energetic
9277,0.117,0.411,515960,0.845,0.0146,4,0.0763,-6.821,0,0.0835,132.876,4,0.391,energetic
9278,0.144,0.632,197933,0.807,0.0211,0,0.125,-5.893,1,0.126,160.174,4,0.784,energetic
9279,0.0324,0.649,162627,0.883,0.0185,7,0.0658,-5.058,1,0.0306,135.141,4,0.779,energetic
9280,0.278,0.346,233373,0.511,0.0456,4,0.122,-10.022,0,0.044,134.927,3,0.212,energetic
9281,0.755,0.58,400467,0.472,0.888,7,0.35,-16.363,1,0.0619,74.067,4,0.558,energetic
9282,0.581,0.684,332893,0.538,0.857,4,0.0883,-10.551,0,0.0421,149.113,4,0.366,energetic
9283,0.00606,0.734,541827,0.64,0.37,5,0.0602,-8.471,0,0.0661,103.812,4,0.868,energetic
9284,0.355,0.707,286947,0.873,0.897,5,0.151,-8.546,1,0.0667,94.118,4,0.772,energetic
9285,0.261,0.376,224991,0.355,0.947,8,0.428,-9.751,1,0.0317,119.7,4,0.311,energetic
9286,0.0151,0.639,256491,0.73,0.755,5,0.191,-9.57,0,0.0332,115.339,4,0.692,energetic
9287,0.0653,0.565,341520,0.61,0.219,7,0.0778,-8.689,1,0.0266,145.111,4,0.542,energetic
9288,0.265,0.626,276507,0.455,0.895,1,0.0653,-13.305,1,0.0319,91.025,4,0.724,energetic
9289,0.354,0.663,440093,0.566,0.859,2,0.106,-9.834,1,0.0321,116.003,4,0.233,energetic
9290,0.162,0.612,308573,0.871,0.51,7,0.617,-4.478,0,0.0334,111.888,4,0.877,energetic
9291,0.358,0.633,325093,0.673,0.00724,2,0.0744,-6.586,1,0.0356,95.021,4,0.251,energetic
9292,0.278,0.817,281760,0.446,0.00919,0,0.0749,-14.57,0,0.0333,121.24,4,0.955,energetic
9293,0.846,0.34,263093,0.115,0.699,2,0.271,-18.103,1,0.0286,93.773,4,0.0961,energetic
9294,0.0773,0.701,408467,0.513,0.881,7,0.113,-14.369,0,0.034,90.883,4,0.74,energetic
9295,0.3,0.628,254747,0.762,0.845,10,0.126,-8.128,0,0.0291,95.054,4,0.586,energetic
9296,0.824,0.68,293533,0.416,0.864,3,0.0787,-8.282,0,0.032,115.963,4,0.481,energetic
9297,0.527,0.605,335427,0.488,0.713,2,0.0731,-13.19,1,0.0406,89.443,4,0.732,energetic
9298,0.138,0.591,399133,0.411,0.731,5,0.0823,-16.517,0,0.0383,89.248,4,0.439,energetic
9299,0.174,0.723,308640,0.432,0.000202,0,0.102,-16.46,0,0.0345,137.75,4,0.746,energetic
9300,0.681,0.702,245853,0.785,0.269,7,0.298,-5.373,0,0.0265,110.999,4,0.767,energetic
9301,0.658,0.744,352773,0.57,0.869,7,0.11,-11.233,0,0.0293,119.966,4,0.914,energetic
9302,0.211,0.768,284293,0.483,5.16e-06,5,0.0365,-8.064,0,0.0474,102.018,4,0.515,energetic
9303,0.833,0.522,307973,0.166,0.74,7,0.169,-18.425,0,0.0313,151.956,4,0.334,energetic
9304,0.688,0.693,282507,0.446,0.866,2,0.104,-11.045,1,0.0476,94.012,4,0.53,energetic
9305,0.875,0.4,163533,0.257,0.894,9,0.123,-14.822,1,0.0305,130.919,4,0.363,energetic
9306,0.556,0.844,267267,0.603,0.881,5,0.131,-8.527,0,0.0568,103.648,4,0.724,energetic
9307,0.577,0.678,218373,0.447,0.001,5,0.0697,-15.329,1,0.0429,133.29,4,0.604,energetic
9308,0.276,0.608,307600,0.721,0.704,0,0.0768,-7.28,1,0.0287,152.442,4,0.716,energetic
9309,0.584,0.715,269653,0.384,0.00758,10,0.285,-16.362,1,0.0457,82.365,4,0.818,energetic
9310,0.261,0.74,249680,0.5,0.137,7,0.0918,-7.88,1,0.0306,95.002,4,0.614,energetic
9311,0.276,0.646,285907,0.357,0.00731,2,0.0652,-17.353,1,0.0253,98.537,4,0.508,energetic
9312,0.627,0.547,215347,0.489,0.802,7,0.13,-11.236,1,0.0341,81.953,4,0.368,energetic
9313,0.0401,0.534,305667,0.532,0.00905,9,0.152,-14.182,0,0.0273,98.677,4,0.767,energetic
9314,0.398,0.754,258453,0.586,0.857,5,0.395,-8.674,0,0.0412,104.008,4,0.614,energetic
9315,0.612,0.829,307333,0.416,0.00119,1,0.101,-10.123,1,0.0321,110.874,4,0.738,energetic
9316,0.326,0.727,269816,0.659,0.563,0,0.0559,-7.734,1,0.029,105.035,4,0.841,energetic
9317,0.508,0.68,281947,0.497,0.142,5,0.0924,-11.688,1,0.0314,96.321,4,0.58,energetic
9318,0.0369,0.71,234400,0.876,0.808,6,0.128,-9.219,1,0.0346,102.799,4,0.623,energetic
9319,0.116,0.598,273093,0.713,0.834,7,0.614,-8.974,1,0.0308,101.789,4,0.41,energetic
9320,0.988,0.355,227400,0.211,0.899,9,0.128,-18.604,1,0.0423,79.219,4,0.133,energetic
9321,0.871,0.659,304360,0.395,0.825,3,0.207,-13.325,0,0.0311,129.904,4,0.342,energetic
9322,0.959,0.469,298440,0.245,0.829,1,0.096,-14.382,0,0.0412,139.417,3,0.107,energetic
9323,0.628,0.771,281000,0.536,0.501,2,0.0822,-9.848,0,0.0475,100.009,4,0.414,energetic
9324,0.396,0.727,270067,0.537,0.000789,7,0.349,-9.785,1,0.0295,121.493,4,0.954,energetic
9325,0.583,0.549,212307,0.651,0.0,0,0.121,-7.097,1,0.0323,122.818,4,0.368,energetic
9326,0.0686,0.548,229093,0.72,0.000232,1,0.107,-9.777,0,0.0409,140.966,4,0.458,energetic
9327,0.652,0.388,303373,0.338,3.73e-06,10,0.248,-10.054,1,0.0329,177.765,4,0.478,energetic
9328,0.717,0.843,228427,0.325,0.877,0,0.106,-14.602,1,0.0469,104.991,4,0.883,energetic
9329,0.6,0.638,206267,0.451,0.911,2,0.107,-17.932,1,0.0431,97.748,4,0.704,energetic
9330,0.66,0.579,237853,0.447,0.863,9,0.234,-11.226,1,0.0357,139.135,4,0.438,energetic
9331,0.781,0.773,310880,0.478,0.842,9,0.187,-14.37,1,0.0375,135.017,4,0.767,energetic
9332,0.271,0.677,286733,0.506,0.742,10,0.103,-10.788,1,0.0291,123.766,4,0.628,energetic
9333,0.0301,0.67,335280,0.734,0.649,11,0.0646,-6.541,0,0.0286,123.99,4,0.525,energetic
9334,0.597,0.543,261103,0.298,1.49e-06,0,0.0804,-9.167,1,0.0683,125.523,4,0.254,energetic
9335,0.0969,0.683,406947,0.529,0.904,6,0.0706,-7.976,1,0.043,123.01,4,0.637,energetic
9336,0.00397,0.722,362785,0.82,0.902,11,0.163,-7.163,0,0.0897,118.005,4,0.801,energetic
9337,0.303,0.838,213382,0.706,0.863,7,0.0712,-7.626,0,0.067,118.017,4,0.776,energetic
9338,0.161,0.421,184720,0.654,1.32e-06,9,0.451,-7.309,0,0.382,178.712,4,0.0924,energetic
9339,0.469,0.872,232520,0.818,6.7e-05,4,0.179,-5.24,0,0.124,111.997,4,0.934,energetic
9340,0.0888,0.607,245816,0.469,0.202,3,0.112,-6.603,0,0.061,85.983,4,0.291,energetic
9341,0.0411,0.753,185947,0.564,0.0,9,0.285,-6.682,0,0.217,110.279,4,0.573,energetic
9342,0.773,0.652,252016,0.414,0.000483,2,0.122,-5.754,0,0.031,88.983,4,0.219,energetic
9343,0.176,0.525,256800,0.72,0.0066,11,0.0769,-6.916,0,0.169,91.706,4,0.484,energetic
9344,0.846,0.41,311837,0.169,0.00322,5,0.118,-11.42,0,0.0482,89.494,4,0.206,energetic
9345,0.619,0.698,249847,0.423,0.0403,7,0.0902,-9.83,0,0.0494,148.083,4,0.298,energetic
9346,0.331,0.778,224000,0.535,0.0551,4,0.123,-7.987,0,0.0966,112.063,4,0.377,energetic
9347,0.142,0.835,108927,0.852,0.0,8,0.377,-4.574,0,0.0757,130.109,4,0.697,energetic
9348,0.364,0.788,194023,0.711,2.07e-05,1,0.0838,-7.811,0,0.0597,104.149,4,0.802,energetic
9349,0.00137,0.669,249293,0.809,0.0,7,0.38,-7.146,1,0.147,97.885,4,0.572,energetic
9350,0.711,0.719,301639,0.487,8.36e-05,9,0.0958,-6.21,0,0.0604,121.729,4,0.345,energetic
9351,0.003,0.788,197547,0.472,0.0322,0,0.59,-9.021,1,0.0475,130.084,4,0.257,energetic
9352,0.0229,0.76,245000,0.891,0.0869,11,0.298,-5.852,0,0.0372,120.264,4,0.966,energetic
9353,0.00836,0.818,222640,0.705,0.00233,6,0.613,-6.679,1,0.177,138.559,4,0.772,energetic
9354,0.572,0.785,258747,0.394,0.000801,4,0.111,-8.01,1,0.0392,100.002,4,0.131,energetic
9355,0.0126,0.836,253711,0.678,0.00205,5,0.369,-8.206,0,0.099,116.02,4,0.633,energetic
9356,0.42,0.927,280878,0.551,0.0346,9,0.298,-6.624,0,0.0921,123.042,4,0.665,energetic
9357,0.205,0.802,261881,0.607,0.000748,11,0.246,-11.028,0,0.289,96.916,4,0.274,energetic
9358,0.0957,0.845,269815,0.57,0.414,0,0.0813,-8.441,1,0.0802,113.003,4,0.466,energetic
9359,0.0763,0.612,248400,0.941,4.02e-06,6,0.0902,-2.589,0,0.11,106.017,4,0.537,energetic
9360,0.279,0.625,266820,0.398,0.747,9,0.0893,-10.218,0,0.0338,86.992,4,0.265,energetic
9361,0.584,0.8,287228,0.427,0.0371,6,0.104,-7.923,1,0.0346,113.975,4,0.218,energetic
9362,0.274,0.833,222289,0.366,0.885,2,0.0673,-8.916,1,0.0647,91.072,4,0.141,energetic
9363,0.557,0.734,229238,0.479,0.00071,0,0.0859,-8.285,0,0.0341,90.029,4,0.409,energetic
9364,0.706,0.362,342604,0.236,0.139,9,0.109,-11.081,1,0.0468,88.421,4,0.0434,energetic
9365,0.527,0.491,257329,0.307,0.391,8,0.1,-7.99,0,0.0303,89.567,4,0.165,energetic
9366,0.0684,0.944,276785,0.514,0.00209,5,0.103,-7.895,1,0.195,120.004,4,0.331,energetic
9367,0.364,0.763,268438,0.327,0.866,9,0.124,-7.563,1,0.031,114.014,4,0.556,energetic
9368,0.573,0.738,130266,0.706,0.00052,9,0.387,-4.965,0,0.131,100.028,4,0.695,energetic
9369,0.00383,0.689,126465,0.858,0.0,4,0.129,-2.868,1,0.161,153.977,4,0.643,energetic
9370,0.0227,0.893,60000,0.61,0.00744,4,0.102,-5.691,0,0.0488,136.64,4,0.778,energetic
9371,0.477,0.736,274938,0.828,0.0,11,0.251,-5.835,0,0.284,91.224,4,0.899,energetic
9372,0.0679,0.927,207467,0.517,0.0,1,0.174,-6.489,1,0.361,95.525,4,0.616,energetic
9373,0.585,0.931,166773,0.409,1.12e-06,3,0.0946,-8.059,0,0.163,95.011,4,0.715,energetic
9374,0.0461,0.834,258688,0.878,0.0,8,0.334,-9.484,1,0.15,102.848,4,0.418,energetic
9375,0.0393,0.535,320267,0.505,0.0,2,0.0923,-8.926,0,0.245,99.935,4,0.495,energetic
9376,0.327,0.728,172893,0.832,0.0,7,0.504,-6.827,1,0.267,95.051,4,0.825,energetic
9377,0.0453,0.865,268827,0.665,0.0,7,0.224,-6.289,1,0.073,111.113,4,0.331,energetic
9378,0.125,0.813,224533,0.703,1.26e-06,11,0.237,-5.077,0,0.268,94.828,4,0.241,energetic
9379,0.0146,0.763,325507,0.786,0.0114,10,0.0817,-6.472,0,0.229,93.857,4,0.504,energetic
9380,0.0316,0.728,218773,0.381,0.0,7,0.342,-14.809,1,0.322,92.051,4,0.465,energetic
9381,0.0503,0.881,216693,0.361,0.0046,11,0.254,-14.727,0,0.237,96.43,4,0.797,energetic
9382,0.47,0.889,302760,0.818,0.0,9,0.179,-4.639,1,0.253,96.063,4,0.782,energetic
9383,0.0643,0.913,319320,0.712,0.00176,1,0.117,-6.455,0,0.265,96.145,4,0.449,energetic
9384,0.43,0.78,252747,0.575,0.0,9,0.143,-7.247,0,0.273,84.492,4,0.773,energetic
9385,0.256,0.831,319360,0.682,0.0,7,0.494,-5.697,1,0.238,91.771,4,0.6,energetic
9386,0.158,0.696,309800,0.636,1.28e-05,10,0.338,-6.915,0,0.335,81.593,4,0.358,energetic
9387,0.241,0.579,273427,0.818,0.0,9,0.775,-7.635,0,0.313,173.832,4,0.753,energetic
9388,0.0281,0.725,240027,0.64,0.0,5,0.099,-7.905,0,0.332,166.028,3,0.915,energetic
9389,0.143,0.843,270507,0.806,0.0,4,0.0771,-5.946,0,0.269,94.948,4,0.613,energetic
9390,0.184,0.866,226133,0.534,0.266,11,0.0929,-9.201,1,0.229,98.243,4,0.841,energetic
9391,0.2,0.9,236800,0.62,0.00156,4,0.0647,-6.518,0,0.312,94.121,4,0.867,energetic
9392,0.32,0.634,228173,0.763,3.4e-06,0,0.237,-7.216,1,0.323,94.981,4,0.519,energetic
9393,0.0394,0.665,293973,0.91,0.0,6,0.227,-4.682,0,0.223,84.099,4,0.887,energetic
9394,0.00138,0.775,210840,0.734,0.0,7,0.304,-5.41,1,0.215,90.001,4,0.342,energetic
9395,0.274,0.678,290573,0.794,1.68e-06,10,0.124,-6.186,0,0.14,87.374,4,0.54,energetic
9396,0.173,0.848,251573,0.666,0.000699,0,0.129,-6.547,1,0.274,96.662,4,0.744,energetic
9397,0.0424,0.835,244253,0.718,0.0,1,0.258,-6.405,1,0.232,94.387,4,0.507,energetic
9398,0.555,0.512,252027,0.514,0.00958,11,0.126,-11.562,0,0.387,181.033,4,0.565,energetic
9399,0.00602,0.634,237027,0.845,5.29e-06,11,0.0598,-5.058,0,0.352,94.0,4,0.929,energetic
9400,0.105,0.823,165233,0.809,0.0,0,0.354,-3.871,0,0.206,91.008,4,0.862,energetic
9401,0.148,0.782,223547,0.589,0.0,1,0.164,-4.827,1,0.189,90.438,4,0.869,energetic
9402,0.0956,0.552,154480,0.728,0.0,1,0.222,-7.497,1,0.511,171.942,4,0.86,energetic
9403,0.0274,0.928,218107,0.536,0.0,11,0.0907,-13.656,0,0.266,93.689,4,0.701,energetic
9404,0.275,0.875,274093,0.658,0.0,0,0.122,-3.641,1,0.359,92.038,4,0.661,energetic
9405,0.33,0.798,260000,0.744,0.000106,7,0.292,-5.328,0,0.136,82.356,4,0.794,energetic
9406,0.00776,0.614,234093,0.543,3.28e-05,5,0.383,-7.178,1,0.374,178.422,4,0.485,energetic
9407,0.00239,0.801,278387,0.91,0.000891,2,0.0737,-6.566,1,0.225,87.277,4,0.805,energetic
9408,0.0293,0.872,307773,0.723,0.0,1,0.327,-5.968,1,0.247,93.279,4,0.843,energetic
9409,0.144,0.598,262507,0.732,0.0,4,0.508,-7.013,1,0.425,172.329,4,0.595,energetic
9410,0.156,0.846,259000,0.416,9.34e-06,10,0.238,-13.767,0,0.118,96.188,4,0.645,energetic
9411,0.125,0.59,286440,0.672,1.04e-06,1,0.147,-11.792,1,0.412,206.247,4,0.688,energetic
9412,0.145,0.901,229827,0.697,0.0,9,0.287,-3.439,1,0.28,93.941,4,0.67,energetic
9413,0.175,0.656,203233,0.879,0.0,6,0.442,-5.783,1,0.312,94.895,4,0.668,energetic
9414,0.176,0.765,215200,0.88,1e-05,1,0.139,-4.361,1,0.116,168.96,4,0.929,energetic
9415,0.0578,0.874,281600,0.63,0.00479,1,0.0582,-3.585,1,0.298,95.0,4,0.717,energetic
9416,0.229,0.802,160736,0.709,2.33e-06,11,0.0514,-6.354,0,0.0893,147.043,4,0.675,energetic
9417,0.423,0.714,139293,0.479,1.61e-05,4,0.165,-9.381,0,0.188,91.01,4,0.625,energetic
9418,0.00836,0.818,222640,0.705,0.00233,6,0.613,-6.679,1,0.177,138.559,4,0.772,energetic
9419,5.54e-05,0.436,174760,0.896,0.00995,0,0.165,-4.736,1,0.0384,174.962,4,0.933,energetic
9420,0.00301,0.471,177280,0.924,0.0,8,0.313,-3.906,1,0.0584,154.962,4,0.716,energetic
9421,0.821,0.739,146390,0.522,0.00124,7,0.233,-12.304,0,0.151,138.263,4,0.619,energetic
9422,0.0932,0.801,181747,0.718,0.0331,2,0.186,-7.357,1,0.0421,122.994,4,0.758,energetic
9423,0.0141,0.633,197947,0.537,3.72e-05,6,0.103,-10.45,0,0.0544,117.907,4,0.889,energetic
9424,0.0496,0.714,72187,0.567,0.000115,6,0.0586,-10.738,1,0.0325,127.972,4,0.954,energetic
9425,0.389,0.823,162663,0.544,0.165,5,0.108,-10.077,1,0.0358,121.968,4,0.826,energetic
9426,0.362,0.871,183896,0.749,0.00835,6,0.363,-5.759,1,0.0968,131.979,4,0.963,energetic
9427,0.00304,0.512,217027,0.483,0.0011,0,0.12,-7.798,1,0.0298,160.009,4,0.367,energetic
9428,0.117,0.817,130714,0.577,0.000385,6,0.183,-8.63,0,0.0659,112.025,4,0.928,energetic
9429,0.28,0.725,151578,0.543,0.475,6,0.113,-9.089,1,0.0387,140.051,4,0.415,energetic
9430,0.0406,0.621,237800,0.873,9.1e-06,5,0.0824,-3.067,0,0.0369,97.96,4,0.873,energetic
9431,0.0245,0.664,372867,0.848,0.000127,11,0.172,-4.51,0,0.0322,104.998,4,0.502,energetic
9432,0.0295,0.569,249587,0.84,0.000118,1,0.0995,-4.123,1,0.118,183.059,3,0.749,energetic
9433,0.00307,0.731,239267,0.664,0.35,0,0.133,-5.474,1,0.0302,118.018,4,0.661,energetic
9434,0.0941,0.687,252307,0.617,1.27e-05,4,0.0898,-5.213,1,0.0287,121.079,4,0.665,energetic
9435,0.274,0.927,198305,0.525,0.238,8,0.0672,-8.256,0,0.0667,118.023,4,0.778,energetic
9436,0.613,0.686,232067,0.494,5.8e-05,1,0.402,-7.093,1,0.0355,168.946,4,0.7,energetic
9437,0.0253,0.473,152761,0.621,0.000366,11,0.19,-8.698,0,0.0291,173.083,4,0.782,energetic
9438,0.0688,0.547,203507,0.816,0.0,8,0.127,-6.165,0,0.0624,102.765,4,0.722,energetic
9439,0.172,0.742,260520,0.546,0.38,1,0.115,-7.694,1,0.0315,104.996,4,0.868,energetic
9440,0.00121,0.352,222973,0.911,0.0,1,0.0995,-5.23,1,0.0747,148.033,4,0.236,energetic
9441,0.257,0.871,198440,0.701,7.52e-06,5,0.0589,-5.594,0,0.0458,126.975,4,0.716,energetic
9442,0.0667,0.864,181792,0.532,0.000139,9,0.0618,-5.288,1,0.05,115.006,4,0.663,energetic
9443,0.158,0.706,176250,0.631,0.000607,0,0.0374,-7.711,1,0.0553,160.064,4,0.424,energetic
9444,0.201,0.818,138000,0.623,0.0,9,0.112,-5.901,0,0.043,120.104,4,0.968,energetic
9445,0.372,0.933,171696,0.255,0.000281,1,0.0612,-11.092,0,0.0539,112.031,4,0.929,energetic
9446,0.179,0.745,190470,0.387,0.00633,1,0.0736,-12.839,0,0.0327,95.985,4,0.772,energetic
9447,0.118,0.619,255827,0.848,0.0,11,0.353,-5.084,0,0.38,113.928,4,0.752,energetic
9448,0.252,0.767,210193,0.663,2.41e-05,9,0.106,-4.988,0,0.0333,112.017,4,0.821,energetic
9449,0.235,0.848,197638,0.712,0.0199,10,0.116,-6.664,0,0.0653,129.941,4,0.79,energetic
9450,0.683,0.646,176732,0.682,4.84e-06,7,0.107,-5.847,1,0.0759,131.895,4,0.421,energetic
9451,0.0115,0.64,216320,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785,energetic
9452,0.049,0.75,159595,0.585,0.00552,9,0.155,-7.576,0,0.0285,102.331,4,0.584,energetic
9453,0.0279,0.707,204014,0.768,0.000292,7,0.169,-7.072,1,0.0323,139.985,4,0.832,energetic
9454,0.061,0.74,135581,0.688,0.0,5,0.138,-4.361,0,0.0916,115.035,4,0.935,energetic
9455,0.156,0.682,178000,0.683,2.32e-05,8,0.273,-6.444,0,0.0287,120.023,4,0.64,energetic
9456,0.0371,0.643,165853,0.849,0.0,2,0.058,-5.428,1,0.0526,162.152,4,0.903,energetic
9457,0.00073,0.563,191707,0.739,1.45e-05,6,0.0822,-4.239,0,0.0416,139.0,4,0.775,energetic
9458,0.0268,0.682,182747,0.765,3.42e-05,1,0.188,-5.021,0,0.0395,90.807,4,0.567,energetic
9459,0.00543,0.611,218107,0.797,0.00137,6,0.26,-7.627,0,0.0533,120.041,4,0.518,energetic
9460,0.0221,0.624,193373,0.899,0.000137,0,0.0975,-5.709,1,0.0296,104.061,4,0.79,energetic
9461,0.0641,0.595,204812,0.896,5.82e-05,10,0.0748,-2.951,1,0.047,118.001,4,0.567,energetic
9462,0.0387,0.545,209386,0.968,0.00325,9,0.331,-3.553,0,0.0853,169.965,4,0.527,energetic
9463,0.00847,0.56,218013,0.936,0.0,3,0.161,-5.835,1,0.0439,112.96,4,0.371,energetic
9464,0.0265,0.44,229347,0.778,1.04e-06,1,0.151,-1.786,0,0.0327,148.038,4,0.304,energetic
9465,0.0807,0.636,208760,0.676,0.0,2,0.0831,-3.442,1,0.0263,113.98,4,0.273,energetic
9466,0.0673,0.309,195121,0.883,0.00111,9,0.0849,-3.825,1,0.0808,159.488,4,0.312,energetic
9467,0.237,0.72,243773,0.744,0.0,1,0.255,-6.938,0,0.12,78.953,4,0.619,energetic
9468,0.58,0.559,183012,0.655,0.000155,6,0.124,-6.792,1,0.051,160.016,4,0.667,energetic
9469,9.04e-05,0.497,197200,0.97,0.000674,10,0.101,-4.851,0,0.0836,138.081,4,0.689,energetic
9470,0.0495,0.612,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,energetic
